"date","raw_name","series_id","country","arrivals","year","month","period","unit","source","indexed_arrivals","zscore_arrivals"
2017-01-01,"Visitor Arrivals: Australia","australia","Australia",115930,2017,1,"pre_covid","Person","Singapore Tourism Board",100,1.07332749970264
2017-02-01,"Visitor Arrivals: Australia","australia","Australia",71416,2017,2,"pre_covid","Person","Singapore Tourism Board",61.6026912792202,0.0157731933745857
2017-03-01,"Visitor Arrivals: Australia","australia","Australia",85040,2017,3,"pre_covid","Person","Singapore Tourism Board",73.3546105408436,0.33944933727119
2017-04-01,"Visitor Arrivals: Australia","australia","Australia",93927,2017,4,"pre_covid","Person","Singapore Tourism Board",81.0204433709997,0.550584825439799
2017-05-01,"Visitor Arrivals: Australia","australia","Australia",71970,2017,5,"pre_covid","Person","Singapore Tourism Board",62.0805658587078,0.0289350095606338
2017-06-01,"Visitor Arrivals: Australia","australia","Australia",84840,2017,6,"pre_covid","Person","Singapore Tourism Board",73.1820926421116,0.334697779081281
2017-07-01,"Visitor Arrivals: Australia","australia","Australia",104873,2017,7,"pre_covid","Person","Singapore Tourism Board",90.4623479686017,0.810637605173522
2017-08-01,"Visitor Arrivals: Australia","australia","Australia",75171,2017,8,"pre_covid","Person","Singapore Tourism Board",64.8417148279134,0.104983698390128
2017-09-01,"Visitor Arrivals: Australia","australia","Australia",100987,2017,9,"pre_covid","Person","Singapore Tourism Board",87.1103251962391,0.718314829543589
2017-10-01,"Visitor Arrivals: Australia","australia","Australia",90940,2017,10,"pre_covid","Person","Singapore Tourism Board",78.4438885534374,0.479620303873508
2017-11-01,"Visitor Arrivals: Australia","australia","Australia",81822,2017,11,"pre_covid","Person","Singapore Tourism Board",70.5787975502458,0.262996765995554
2017-12-01,"Visitor Arrivals: Australia","australia","Australia",105085,2017,12,"pre_covid","Person","Singapore Tourism Board",90.6452169412577,0.815674256854825
2018-01-01,"Visitor Arrivals: Australia","australia","Australia",114846,2018,1,"pre_covid","Person","Singapore Tourism Board",99.0649529888726,1.04757405431334
2018-02-01,"Visitor Arrivals: Australia","australia","Australia",63229,2018,2,"pre_covid","Person","Singapore Tourism Board",54.5406710946261,-0.178731841129341
2018-03-01,"Visitor Arrivals: Australia","australia","Australia",87152,2018,3,"pre_covid","Person","Singapore Tourism Board",75.1763995514535,0.38962579175663
2018-04-01,"Visitor Arrivals: Australia","australia","Australia",99046,2018,4,"pre_covid","Person","Singapore Tourism Board",85.4360389890451,0.672200957310521
2018-05-01,"Visitor Arrivals: Australia","australia","Australia",78210,2018,5,"pre_covid","Person","Singapore Tourism Board",67.463124299146,0.177183625085796
2018-06-01,"Visitor Arrivals: Australia","australia","Australia",90665,2018,6,"pre_covid","Person","Singapore Tourism Board",78.2066764426809,0.473086911362383
2018-07-01,"Visitor Arrivals: Australia","australia","Australia",108107,2018,7,"pre_covid","Person","Singapore Tourism Board",93.2519623910981,0.887470301104351
2018-08-01,"Visitor Arrivals: Australia","australia","Australia",83185,2018,8,"pre_covid","Person","Singapore Tourism Board",71.7545070301044,0.295378635059784
2018-09-01,"Visitor Arrivals: Australia","australia","Australia",107933,2018,9,"pre_covid","Person","Singapore Tourism Board",93.1018718192012,0.88333644547913
2018-10-01,"Visitor Arrivals: Australia","australia","Australia",95096,2018,10,"pre_covid","Person","Singapore Tourism Board",82.0288104890882,0.578357683059818
2018-11-01,"Visitor Arrivals: Australia","australia","Australia",74827,2018,11,"pre_covid","Person","Singapore Tourism Board",64.5449840420944,0.0968110183034846
2018-12-01,"Visitor Arrivals: Australia","australia","Australia",104928,2018,12,"pre_covid","Person","Singapore Tourism Board",90.509790390753,0.811944283675747
2019-01-01,"Visitor Arrivals: Australia","australia","Australia",122672,2019,1,"pre_covid","Person","Singapore Tourism Board",105.815578366256,1.23350252628448
2019-02-01,"Visitor Arrivals: Australia","australia","Australia",66199,2019,2,"pre_covid","Person","Singapore Tourism Board",57.1025618907962,-0.108171202009192
2019-03-01,"Visitor Arrivals: Australia","australia","Australia",73841,2019,3,"pre_covid","Person","Singapore Tourism Board",63.6944708013456,0.073385836427233
2019-04-01,"Visitor Arrivals: Australia","australia","Australia",107503,2019,4,"pre_covid","Person","Singapore Tourism Board",92.7309583369275,0.873120595370826
2019-05-01,"Visitor Arrivals: Australia","australia","Australia",80476,2019,5,"pre_covid","Person","Singapore Tourism Board",69.4177520917795,0.231018779377466
2019-06-01,"Visitor Arrivals: Australia","australia","Australia",87793,2019,6,"pre_covid","Person","Singapore Tourism Board",75.7293194168895,0.404854535755289
2019-07-01,"Visitor Arrivals: Australia","australia","Australia",107383,2019,7,"pre_covid","Person","Singapore Tourism Board",92.6274475976883,0.87026966045688
2019-08-01,"Visitor Arrivals: Australia","australia","Australia",84023,2019,8,"pre_covid","Person","Singapore Tourism Board",72.4773570257914,0.315287663875503
2019-09-01,"Visitor Arrivals: Australia","australia","Australia",109506,2019,9,"pre_covid","Person","Singapore Tourism Board",94.4587250927284,0.920707450642765
2019-10-01,"Visitor Arrivals: Australia","australia","Australia",97092,2019,10,"pre_covid","Person","Singapore Tourism Board",83.7505391184335,0.62577823379511
2019-11-01,"Visitor Arrivals: Australia","australia","Australia",89052,2019,11,"pre_covid","Person","Singapore Tourism Board",76.8153195894074,0.434765594560766
2019-12-01,"Visitor Arrivals: Australia","australia","Australia",117796,2019,12,"pre_covid","Person","Singapore Tourism Board",101.609591995169,1.1176595376145
2020-01-01,"Visitor Arrivals: Australia","australia","Australia",130626,2020,1,"pre_covid","Person","Singapore Tourism Board",112.676615198827,1.42247199549716
2020-02-01,"Visitor Arrivals: Australia","australia","Australia",54791,2020,2,"covid_shock","Person","Singapore Tourism Board",47.2621409471233,-0.379200081161604
2020-03-01,"Visitor Arrivals: Australia","australia","Australia",18736,2020,3,"covid_shock","Person","Singapore Tourism Board",16.1614767532131,-1.23578723384746
2020-04-01,"Visitor Arrivals: Australia","australia","Australia",7,2020,4,"covid_shock","Person","Singapore Tourism Board",0.00603812645561977,-1.68074690054149
2020-05-01,"Visitor Arrivals: Australia","australia","Australia",16,2020,5,"covid_shock","Person","Singapore Tourism Board",0.0138014318985595,-1.68053308042295
2020-06-01,"Visitor Arrivals: Australia","australia","Australia",63,2020,6,"covid_shock","Person","Singapore Tourism Board",0.0543431381005779,-1.67941646424832
2020-07-01,"Visitor Arrivals: Australia","australia","Australia",131,2020,7,"covid_shock","Person","Singapore Tourism Board",0.112999223669456,-1.67780093446375
2020-08-01,"Visitor Arrivals: Australia","australia","Australia",166,2020,8,"covid_shock","Person","Singapore Tourism Board",0.143189855947555,-1.67696941178051
2020-09-01,"Visitor Arrivals: Australia","australia","Australia",155,2020,9,"covid_shock","Person","Singapore Tourism Board",0.133701371517295,-1.67723074748096
2020-10-01,"Visitor Arrivals: Australia","australia","Australia",223,2020,10,"covid_shock","Person","Singapore Tourism Board",0.192357457086173,-1.67561521769639
2020-11-01,"Visitor Arrivals: Australia","australia","Australia",438,2020,11,"covid_shock","Person","Singapore Tourism Board",0.377814198223066,-1.67050729264224
2020-12-01,"Visitor Arrivals: Australia","australia","Australia",887,2020,12,"covid_shock","Person","Singapore Tourism Board",0.765116880876391,-1.65984004450589
2021-01-01,"Visitor Arrivals: Australia","australia","Australia",579,2021,1,"covid_shock","Person","Singapore Tourism Board",0.499439316829121,-1.66715744411835
2021-02-01,"Visitor Arrivals: Australia","australia","Australia",234,2021,2,"covid_shock","Person","Singapore Tourism Board",0.201845941516432,-1.67535388199595
2021-03-01,"Visitor Arrivals: Australia","australia","Australia",274,2021,3,"covid_shock","Person","Singapore Tourism Board",0.236349521262831,-1.67440357035796
2021-04-01,"Visitor Arrivals: Australia","australia","Australia",242,2021,4,"covid_shock","Person","Singapore Tourism Board",0.208746657465712,-1.67516381966835
2021-05-01,"Visitor Arrivals: Australia","australia","Australia",250,2021,5,"covid_shock","Person","Singapore Tourism Board",0.215647373414992,-1.67497375734075
2021-06-01,"Visitor Arrivals: Australia","australia","Australia",193,2021,6,"covid_shock","Person","Singapore Tourism Board",0.166479772276374,-1.67632795142488
2021-07-01,"Visitor Arrivals: Australia","australia","Australia",289,2021,7,"covid_shock","Person","Singapore Tourism Board",0.249288363667731,-1.67404720349372
2021-08-01,"Visitor Arrivals: Australia","australia","Australia",301,2021,8,"covid_shock","Person","Singapore Tourism Board",0.25963943759165,-1.67376211000233
2021-09-01,"Visitor Arrivals: Australia","australia","Australia",278,2021,9,"covid_shock","Person","Singapore Tourism Board",0.239799879237471,-1.67430853919417
2021-10-01,"Visitor Arrivals: Australia","australia","Australia",263,2021,10,"covid_shock","Person","Singapore Tourism Board",0.226861036832571,-1.67466490605841
2021-11-01,"Visitor Arrivals: Australia","australia","Australia",1624,2021,11,"covid_shock","Person","Singapore Tourism Board",1.40084533770379,-1.64233055257608
2021-12-01,"Visitor Arrivals: Australia","australia","Australia",5525,2021,12,"covid_shock","Person","Singapore Tourism Board",4.76580695247132,-1.5496514100819
2022-01-01,"Visitor Arrivals: Australia","australia","Australia",3759,2022,1,"recovery","Person","Singapore Tourism Board",3.24247390666782,-1.5916076688988
2022-02-01,"Visitor Arrivals: Australia","australia","Australia",4546,2022,2,"recovery","Person","Singapore Tourism Board",3.92133183817821,-1.57291028742151
2022-03-01,"Visitor Arrivals: Australia","australia","Australia",7883,2022,3,"recovery","Person","Singapore Tourism Board",6.79979297852152,-1.49363053902287
2022-04-01,"Visitor Arrivals: Australia","australia","Australia",27380,2022,4,"recovery","Person","Singapore Tourism Board",23.6177003364099,-1.03042488887959
2022-05-01,"Visitor Arrivals: Australia","australia","Australia",31406,2022,5,"recovery","Person","Singapore Tourism Board",27.0904856378849,-0.93477602251672
2022-06-01,"Visitor Arrivals: Australia","australia","Australia",50412,2022,6,"recovery","Person","Singapore Tourism Board",43.4848615543863,-0.483235447729663
2022-07-01,"Visitor Arrivals: Australia","australia","Australia",68378,2022,7,"recovery","Person","Singapore Tourism Board",58.9821443974812,-0.0564029755301328
2022-08-01,"Visitor Arrivals: Australia","australia","Australia",56917,2022,8,"recovery","Person","Singapore Tourism Board",49.0960062106444,-0.328691017602871
2022-09-01,"Visitor Arrivals: Australia","australia","Australia",83070,2022,9,"recovery","Person","Singapore Tourism Board",71.6553092383335,0.292646489100586
2022-10-01,"Visitor Arrivals: Australia","australia","Australia",73728,2022,10,"recovery","Person","Singapore Tourism Board",63.5969981885621,0.0707012060499344
2022-11-01,"Visitor Arrivals: Australia","australia","Australia",69046,2022,11,"recovery","Person","Singapore Tourism Board",59.5583541792461,-0.0405327711758366
2022-12-01,"Visitor Arrivals: Australia","australia","Australia",89159,2022,12,"recovery","Person","Singapore Tourism Board",76.907616665229,0.437307678192367
2023-01-01,"Visitor Arrivals: Australia","australia","Australia",102888,2023,1,"recovery","Person","Singapore Tourism Board",88.7501078236867,0.763478390138674
2023-02-01,"Visitor Arrivals: Australia","australia","Australia",72385,2023,2,"recovery","Person","Singapore Tourism Board",62.4385404985767,0.0387944928046951
2023-03-01,"Visitor Arrivals: Australia","australia","Australia",74268,2023,3,"recovery","Person","Singapore Tourism Board",64.0627965151384,0.0835304131626888
2023-04-01,"Visitor Arrivals: Australia","australia","Australia",92937,2023,4,"recovery","Person","Singapore Tourism Board",80.1664797722764,0.527064612399749
2023-05-01,"Visitor Arrivals: Australia","australia","Australia",79700,2023,5,"recovery","Person","Singapore Tourism Board",68.7483826446994,0.212582733600619
2023-06-01,"Visitor Arrivals: Australia","australia","Australia",90770,2023,6,"recovery","Person","Singapore Tourism Board",78.2972483395152,0.475581479412085
2023-07-01,"Visitor Arrivals: Australia","australia","Australia",98408,2023,7,"recovery","Person","Singapore Tourism Board",84.8857068920901,0.657043486684712
2023-08-01,"Visitor Arrivals: Australia","australia","Australia",80605,2023,8,"recovery","Person","Singapore Tourism Board",69.5290261364617,0.234083534409957
2023-09-01,"Visitor Arrivals: Australia","australia","Australia",104497,2023,9,"recovery","Person","Singapore Tourism Board",90.1380143189856,0.801704675776493
2023-10-01,"Visitor Arrivals: Australia","australia","Australia",88033,2023,10,"recovery","Person","Singapore Tourism Board",75.9363408953679,0.410556405583179
2023-11-01,"Visitor Arrivals: Australia","australia","Australia",88201,2023,11,"recovery","Person","Singapore Tourism Board",76.0812559303028,0.414547714462703
2023-12-01,"Visitor Arrivals: Australia","australia","Australia",112197,2023,12,"recovery","Person","Singapore Tourism Board",96.7799534201673,0.984639666087991
2024-01-01,"Visitor Arrivals: Australia","australia","Australia",124075,2024,1,"recovery","Person","Singapore Tourism Board",107.02579142586,1.26683470698669
2024-02-01,"Visitor Arrivals: Australia","australia","Australia",79370,2024,2,"recovery","Person","Singapore Tourism Board",68.4637281117916,0.204742662587269
2024-03-01,"Visitor Arrivals: Australia","australia","Australia",90428,2024,3,"recovery","Person","Singapore Tourism Board",78.0022427326835,0.46745631490734
2024-04-01,"Visitor Arrivals: Australia","australia","Australia",96751,2024,4,"recovery","Person","Singapore Tourism Board",83.4563961010955,0.617676827081315
2024-05-01,"Visitor Arrivals: Australia","australia","Australia",79688,2024,5,"recovery","Person","Singapore Tourism Board",68.7380315707755,0.212297640109224
2024-06-01,"Visitor Arrivals: Australia","australia","Australia",88548,2024,6,"recovery","Person","Singapore Tourism Board",76.3805744846028,0.422791667922195
2024-07-01,"Visitor Arrivals: Australia","australia","Australia",105706,2024,7,"recovery","Person","Singapore Tourism Board",91.1808850168205,0.830427845034493
2024-08-01,"Visitor Arrivals: Australia","australia","Australia",82959,2024,8,"recovery","Person","Singapore Tourism Board",71.5595618045372,0.290009374305187
2024-09-01,"Visitor Arrivals: Australia","australia","Australia",110930,2024,9,"recovery","Person","Singapore Tourism Board",95.6870525317002,0.954538544954917
2024-10-01,"Visitor Arrivals: Australia","australia","Australia",100935,2024,10,"recovery","Person","Singapore Tourism Board",87.0654705425688,0.717079424414212
2024-11-01,"Visitor Arrivals: Australia","australia","Australia",92661,2024,11,"recovery","Person","Singapore Tourism Board",79.9284050720262,0.520507462097675
2024-12-01,"Visitor Arrivals: Australia","australia","Australia",122321,2024,12,"recovery","Person","Singapore Tourism Board",105.512809453981,1.22516354166119
2025-01-01,"Visitor Arrivals: Australia","australia","Australia",141337,2025,1,"recovery","Person","Singapore Tourism Board",121.915811265419,1.67694169435774
2025-02-01,"Visitor Arrivals: Australia","australia","Australia",85012,2025,2,"recovery","Person","Singapore Tourism Board",73.3304580350211,0.338784119124603
2025-03-01,"Visitor Arrivals: Australia","australia","Australia",81781,2025,3,"recovery","Person","Singapore Tourism Board",70.5434313810058,0.262022696566622
2025-04-01,"Visitor Arrivals: Australia","australia","Australia",116848,2025,4,"recovery","Person","Singapore Tourism Board",100.79185715518,1.09513715179433
2025-05-01,"Visitor Arrivals: Australia","australia","Australia",90145,2025,5,"recovery","Person","Singapore Tourism Board",77.7581299059777,0.460732860068619
2025-06-01,"Visitor Arrivals: Australia","australia","Australia",90887,2025,6,"recovery","Person","Singapore Tourism Board",78.3981713102734,0.478361140953182
2025-07-01,"Visitor Arrivals: Australia","australia","Australia",121503,2025,7,"recovery","Person","Singapore Tourism Board",104.807211248167,1.20572966866446
2025-08-01,"Visitor Arrivals: Australia","australia","Australia",84925,2025,8,"recovery","Person","Singapore Tourism Board",73.2554127490727,0.336717191311993
2025-09-01,"Visitor Arrivals: Australia","australia","Australia",107322,2025,9,"recovery","Person","Singapore Tourism Board",92.574829638575,0.868820435208958
2025-10-01,"Visitor Arrivals: Australia","australia","Australia",116372,2025,10,"recovery","Person","Singapore Tourism Board",100.381264556198,1.08382844330234
2025-11-01,"Visitor Arrivals: Australia","australia","Australia",103828,2025,11,"recovery","Person","Singapore Tourism Board",89.5609419477271,0.785810713631247
2025-12-01,"Visitor Arrivals: Australia","australia","Australia",127468,2025,12,"recovery","Person","Singapore Tourism Board",109.952557577849,1.3474448916785
2017-01-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9712,2017,1,"pre_covid","Person","Singapore Tourism Board",100,0.231963972786761
2017-02-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",8788,2017,2,"pre_covid","Person","Singapore Tourism Board",90.4859967051071,0.02052287254437
2017-03-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10218,2017,3,"pre_covid","Person","Singapore Tourism Board",105.210049423394,0.347753146729022
2017-04-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",8949,2017,4,"pre_covid","Person","Singapore Tourism Board",92.1437397034596,0.0573648824350896
2017-05-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9548,2017,5,"pre_covid","Person","Singapore Tourism Board",98.3113673805601,0.194435465817332
2017-06-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9972,2017,6,"pre_covid","Person","Singapore Tourism Board",102.677100494234,0.291460386274879
2017-07-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11416,2017,7,"pre_covid","Person","Singapore Tourism Board",117.545304777595,0.621894313493507
2017-08-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9652,2017,8,"pre_covid","Person","Singapore Tourism Board",99.3822075782537,0.218234031212579
2017-09-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11277,2017,9,"pre_covid","Person","Singapore Tourism Board",116.114085667216,0.590086615513321
2017-10-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9555,2017,10,"pre_covid","Person","Singapore Tourism Board",98.3834431630972,0.19603729233432
2017-11-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9023,2017,11,"pre_covid","Person","Singapore Tourism Board",92.9056836902801,0.0742984770432464
2017-12-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",12479,2017,12,"pre_covid","Person","Singapore Tourism Board",128.490527182867,0.865143111716084
2018-01-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11716,2018,1,"pre_covid","Person","Singapore Tourism Board",120.634266886326,0.690544021364413
2018-02-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9397,2018,2,"pre_covid","Person","Singapore Tourism Board",96.756589785832,0.159881779522309
2018-03-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11243,2018,3,"pre_covid","Person","Singapore Tourism Board",115.764003294893,0.582306315287951
2018-04-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10084,2018,4,"pre_covid","Person","Singapore Tourism Board",103.830313014827,0.317089610546684
2018-05-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9341,2018,5,"pre_covid","Person","Singapore Tourism Board",96.1799835255354,0.147067167386407
2018-06-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11161,2018,6,"pre_covid","Person","Singapore Tourism Board",114.919686985173,0.563542061803237
2018-07-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10784,2018,7,"pre_covid","Person","Singapore Tourism Board",111.037891268534,0.477272262245465
2018-08-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11010,2018,8,"pre_covid","Person","Singapore Tourism Board",113.364909390445,0.528988375508214
2018-09-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10074,2018,9,"pre_covid","Person","Singapore Tourism Board",103.727347611203,0.314801286950987
2018-10-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11206,2018,10,"pre_covid","Person","Singapore Tourism Board",115.383031301483,0.573839517983873
2018-11-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9001,2018,11,"pre_covid","Person","Singapore Tourism Board",92.6791598023064,0.0692641651327133
2018-12-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11297,2018,12,"pre_covid","Person","Singapore Tourism Board",116.320016474465,0.594663262704714
2019-01-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9960,2019,1,"pre_covid","Person","Singapore Tourism Board",102.553542009885,0.288714397960043
2019-02-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9321,2019,2,"pre_covid","Person","Singapore Tourism Board",95.9740527182867,0.142490520195013
2019-03-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10894,2019,3,"pre_covid","Person","Singapore Tourism Board",112.170510708402,0.502443821798131
2019-04-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11091,2019,4,"pre_covid","Person","Singapore Tourism Board",114.198929159802,0.547523796633359
2019-05-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9595,2019,5,"pre_covid","Person","Singapore Tourism Board",98.7953047775947,0.205190586717107
2019-06-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",13393,2019,6,"pre_covid","Person","Singapore Tourism Board",137.901565074135,1.07429588836278
2019-07-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",12564,2019,7,"pre_covid","Person","Singapore Tourism Board",129.365733113674,0.884593862279508
2019-08-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11808,2019,8,"pre_covid","Person","Singapore Tourism Board",121.581548599671,0.711596598444824
2019-09-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10698,2019,9,"pre_covid","Person","Singapore Tourism Board",110.152388797364,0.457592679322472
2019-10-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",12810,2019,10,"pre_covid","Person","Singapore Tourism Board",131.898682042834,0.94088662273365
2019-11-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11040,2019,11,"pre_covid","Person","Singapore Tourism Board",113.673805601318,0.535853346295305
2019-12-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",13812,2019,12,"pre_covid","Person","Singapore Tourism Board",142.215815485997,1.17017664702248
2020-01-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11631,2020,1,"pre_covid","Person","Singapore Tourism Board",119.759060955519,0.67109327080099
2020-02-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",6054,2020,2,"covid_shock","Person","Singapore Tourism Board",62.335255354201,-0.605104798519154
2020-03-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",3738,2020,3,"covid_shock","Person","Singapore Tourism Board",38.4884678747941,-1.13508054328255
2020-04-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",4,2020,4,"covid_shock","Person","Singapore Tourism Board",0.0411861614497529,-1.98954057391576
2020-05-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",1,2020,5,"covid_shock","Person","Singapore Tourism Board",0.0102965403624382,-1.99022707099447
2020-06-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",11,2020,6,"covid_shock","Person","Singapore Tourism Board",0.11326194398682,-1.98793874739877
2020-07-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",3,2020,7,"covid_shock","Person","Singapore Tourism Board",0.0308896210873147,-1.98976940627533
2020-08-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",35,2020,8,"covid_shock","Person","Singapore Tourism Board",0.360378912685338,-1.9824467707691
2020-09-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",36,2020,9,"covid_shock","Person","Singapore Tourism Board",0.370675453047776,-1.98221793840953
2020-10-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",52,2020,10,"covid_shock","Person","Singapore Tourism Board",0.535420098846788,-1.97855662065641
2020-11-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",65,2020,11,"covid_shock","Person","Singapore Tourism Board",0.669275123558484,-1.97558179998201
2020-12-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",267,2020,12,"covid_shock","Person","Singapore Tourism Board",2.749176276771,-1.92935766334893
2021-01-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",1027,2021,1,"covid_shock","Person","Singapore Tourism Board",10.5745469522241,-1.75544507007597
2021-02-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",1203,2021,2,"covid_shock","Person","Singapore Tourism Board",12.3867380560132,-1.7151705747917
2021-03-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",2736,2021,3,"covid_shock","Person","Singapore Tourism Board",28.171334431631,-1.36437056757137
2021-04-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",1700,2021,4,"covid_shock","Person","Singapore Tourism Board",17.504118616145,-1.60144089208557
2021-05-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",32,2021,5,"covid_shock","Person","Singapore Tourism Board",0.329489291598023,-1.98313326784781
2021-06-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",3,2021,6,"covid_shock","Person","Singapore Tourism Board",0.0308896210873147,-1.98976940627533
2021-07-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",1,2021,7,"covid_shock","Person","Singapore Tourism Board",0.0102965403624382,-1.99022707099447
2021-08-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",2,2021,8,"covid_shock","Person","Singapore Tourism Board",0.0205930807248764,-1.9899982386349
2021-09-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",385,2021,9,"covid_shock","Person","Singapore Tourism Board",3.96416803953872,-1.90235544491971
2021-10-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",1079,2021,10,"covid_shock","Person","Singapore Tourism Board",11.1099670510708,-1.74354578737835
2021-11-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",4170,2021,11,"covid_shock","Person","Singapore Tourism Board",42.9365733113674,-1.03622496394844
2021-12-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",5559,2021,12,"covid_shock","Person","Singapore Tourism Board",57.2384678747941,-0.718376816506149
2022-01-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",4893,2022,1,"recovery","Person","Singapore Tourism Board",50.3809719934102,-0.87077916797956
2022-02-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",3361,2022,2,"recovery","Person","Singapore Tourism Board",34.6066721581549,-1.22135034284032
2022-03-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",7480,2022,3,"recovery","Person","Singapore Tourism Board",77.0181219110379,-0.27878985377278
2022-04-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",7595,2022,4,"recovery","Person","Singapore Tourism Board",78.2022240527183,-0.252474132422266
2022-05-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",6352,2022,5,"recovery","Person","Singapore Tourism Board",65.4036243822076,-0.536912755367387
2022-06-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",7352,2022,6,"recovery","Person","Singapore Tourism Board",75.7001647446458,-0.3080803957977
2022-07-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",13119,2022,7,"recovery","Person","Singapore Tourism Board",135.080313014827,1.01159582184068
2022-08-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10828,2022,8,"recovery","Person","Singapore Tourism Board",111.490939044481,0.487340886066531
2022-09-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10694,2022,9,"recovery","Person","Singapore Tourism Board",110.111202635914,0.456677349884193
2022-10-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10975,2022,10,"recovery","Person","Singapore Tourism Board",113.004530477759,0.520979242923275
2022-11-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",10481,2022,11,"recovery","Person","Singapore Tourism Board",107.918039538715,0.40793605729585
2022-12-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",9857,2022,12,"recovery","Person","Singapore Tourism Board",101.492998352554,0.265144664924365
2023-01-01,"Visitor Arrivals: Bangladesh","bangladesh","Bangladesh",8789,2023,1,"recovery","Person","Singapore Tourism Board",90.4962932454695,0.0207517049039397
